Altitude,Horizontal Force
0.0,-0.37372616684915116
5.05050505050505,-0.34136918976071845
10.1010101010101,-0.28237273434801535
15.15151515151515,-0.20543653033639314
20.2020202020202,-0.11849031287808803
25.252525252525253,-0.026247945688868943
30.3030303030303,0.06984995065002997
35.35353535353535,0.16983939975819914
40.4040404040404,0.27330344429811737
45.45454545454545,0.37871847738346615
50.505050505050505,0.4842550882986396
55.55555555555555,0.5889695350574513
60.6060606060606,0.6931254208336477
65.65656565656565,0.7973757872159276
70.7070707070707,0.9019586656206369
75.75757575757575,1.0067732069897408
80.8080808080808,1.1119811673156945
85.85858585858585,1.2180953354460058
90.9090909090909,1.3253079931873928
95.95959595959596,1.4329753391349762
101.01010101010101,1.5398458167136735
106.06060606060605,1.6447845347705212
111.1111111111111,1.7471874652012684
116.16161616161615,1.8469133129272777
121.2121212121212,1.9441616108105275
126.26262626262626,2.0395328119624088
131.3131313131313,2.1341624827015995
136.36363636363635,2.2294253661350965
141.4141414141414,2.326182039000355
146.46464646464645,2.42380990338348
151.5151515151515,2.5193536971006774
156.56565656565655,2.6070730629582943
161.6161616161616,2.6787653407636145
166.66666666666666,2.7254043894942397
171.7171717171717,2.740064566492237
176.76767676767676,2.720524053349517
181.8181818181818,2.669847494319249
186.86868686868686,2.594446186713899
191.91919191919192,2.5013210991298886
196.96969696969697,2.396387475863772
202.02020202020202,2.2842741422633352
207.07070707070704,2.168612071031321
212.1212121212121,2.052079480334326
217.17171717171715,1.9363269146413897
222.2222222222222,1.822000264795843
227.27272727272725,1.7089080517789164
232.3232323232323,1.5962260672458604
237.37373737373736,1.4828739429396323
242.4242424242424,1.367969807906059
247.47474747474746,1.2510306125027488
252.5252525252525,1.1317634557047085
257.57575757575756,1.0099043674948995
262.6262626262626,0.8855758216905965
267.67676767676767,0.7599776034787085
272.7272727272727,0.6354559703401743
277.77777777777777,0.5143378253812826
282.8282828282828,0.39738482593954083
287.8787878787879,0.28326217956058714
292.9292929292929,0.16974087060972476
297.979797979798,0.05538241444222346
303.030303030303,-0.05993422074065254
308.0808080808081,-0.1759257301839324
313.1313131313131,-0.29276766122620657
318.1818181818182,-0.41088207615080385
323.2323232323232,-0.5301820936541388
328.28282828282823,-0.6499377062453443
333.3333333333333,-0.7693547527653911
338.38383838383834,-0.8878865163701471
343.4343434343434,-1.0049825254683074
348.48484848484844,-1.1201211384476555
353.5353535353535,-1.2336438078716556
358.58585858585855,-1.3473662883114388
363.6363636363636,-1.4637539123295937
368.68686868686865,-1.584058279449557
373.73737373737373,-1.7073314292480788
378.78787878787875,-1.8312795127368329
383.83838383838383,-1.953873002601016
388.88888888888886,-2.074308981595225
393.93939393939394,-2.192934686104717
398.98989898989896,-2.3107560736984256
404.04040404040404,-2.428785720422395
409.09090909090907,-2.5473747752213924
414.1414141414141,-2.666039101817627
419.19191919191917,-2.7840338658943407
424.2424242424242,-2.9010304471406374
429.2929292929293,-3.017008810292395
434.3434343434343,-3.131703857839365
439.3939393939394,-3.2446141396338115
444.4444444444444,-3.355706502825862
449.4949494949495,-3.465983897079619
454.5454545454545,-3.57720569752703
459.5959595959596,-3.6911952231137226
464.6464646464646,-3.8091835310630295
469.6969696969697,-3.9311108226440035
474.7474747474747,-4.054733654274661
479.7979797979798,-4.174952511875041
484.8484848484848,-4.2842339796095334
489.89898989898984,-4.374311452601152
494.9494949494949,-4.438154991655817
500.0,-4.471150533782911
