Altitude,Horizontal Force
0.0,0.8363065217046549
5.05050505050505,0.7669521866222913
10.1010101010101,0.6387127079930397
15.15151515151515,0.4682709694275101
20.2020202020202,0.2724825188552059
25.252525252525253,0.06375102242924463
30.3030303030303,-0.15136565860025789
35.35353535353535,-0.37055674332789756
40.4040404040404,-0.5929057001471831
45.45454545454545,-0.8169528014203288
50.505050505050505,-1.0405762406009547
55.55555555555555,-1.2621082297373234
60.6060606060606,-1.4810981534592276
65.65656565656565,-1.698055601078397
70.7070707070707,-1.913654292058962
75.75757575757575,-2.1281312420841276
80.8080808080808,-2.3409129890935905
85.85858585858585,-2.549712251546779
90.9090909090909,-2.749301898047715
95.95959595959596,-2.9312336319304775
101.01010101010101,-3.0857152933094123
106.06060606060605,-3.205082213466918
111.1111111111111,-3.2867950547483495
116.16161616161615,-3.3340602717387773
121.2121212121212,-3.3539710647070002
126.26262626262626,-3.354718527712493
131.3131313131313,-3.34371454684682
136.36363636363635,-3.3269650881210096
141.4141414141414,-3.3088580153568774
146.46464646464645,-3.291513971591609
151.5151515151515,-3.2744355497784414
156.56565656565655,-3.255483714644131
161.6161616161616,-3.2330085617127056
166.66666666666666,-3.207356301618171
171.7171717171717,-3.1804807410459244
176.76767676767676,-3.1543838453518713
181.8181818181818,-3.13005153100419
186.86868686868686,-3.107590534302538
191.91919191919192,-3.0868207667742094
196.96969696969697,-3.0673179759568936
202.02020202020202,-3.047988097007727
207.07070707070704,-3.027179708425687
212.1212121212121,-3.003700517644782
217.17171717171715,-2.977844357932192
222.2222222222222,-2.9511753183209457
227.27272727272725,-2.924901173937942
232.3232323232323,-2.89848600014497
237.37373737373736,-2.8701222757321236
242.4242424242424,-2.8387793599833833
247.47474747474746,-2.8056609874555747
252.5252525252525,-2.7737451602655283
257.57575757575756,-2.745827442210655
262.6262626262626,-2.7229091342279688
267.67676767676767,-2.7038223543607627
272.7272727272727,-2.686033955428175
277.77777777777777,-2.6668968584487835
282.8282828282828,-2.6448422012503503
287.8787878787879,-2.619928087034049
292.9292929292929,-2.593297420334318
297.979797979798,-2.566021960411815
303.030303030303,-2.53843215660382
308.0808080808081,-2.5105859596462485
313.1313131313131,-2.4831750816427
318.1818181818182,-2.457732252928476
323.2323232323232,-2.4358245458137056
328.28282828282823,-2.4180236005791476
333.3333333333333,-2.403662072389433
338.38383838383834,-2.391352266541949
343.4343434343434,-2.3794838237817335
348.48484848484844,-2.3663002816222094
353.5353535353535,-2.3500413199502774
358.58585858585855,-2.3295806933543552
363.6363636363636,-2.305244223775888
368.68686868686865,-2.2788505445537295
373.73737373737373,-2.252870389810723
378.78787878787875,-2.2293060870459076
383.83838383838383,-2.208836409255609
388.88888888888886,-2.1904732266706395
393.93939393939394,-2.1720503308387014
398.98989898989896,-2.1516252204649295
404.04040404040404,-2.1288585553651287
409.09090909090907,-2.1050054208597695
414.1414141414141,-2.0814192171035497
419.19191919191917,-2.0581797279560154
424.2424242424242,-2.0342057429240024
429.2929292929293,-2.0084803258242028
434.3434343434343,-1.98093708134429
439.3939393939394,-1.9522517181030488
444.4444444444444,-1.9232198074268347
449.4949494949495,-1.894563516577369
454.5454545454545,-1.8672584346064243
459.5959595959596,-1.8425684296153935
464.6464646464646,-1.8213584433097099
469.6969696969697,-1.8032825338620182
474.7474747474747,-1.7868391551199676
479.7979797979798,-1.7704953012145985
484.8484848484848,-1.753920379633126
489.89898989898984,-1.7383716381991041
494.9494949494949,-1.726087739621496
500.0,-1.719276434931909
